wavelength,,Diatoms (pennate),Chlorophytes,Diatoms (centric),Cryptophytes,Cyanobacteria (blue),Cyanobacteria (red),Dinoflagellates,Eustigmatophytes,Haptophytes: Pavlovaceae,Pelagophytes,Prasinophytes,Prochlorococcus,Haptophytes: Prymnesiaceae,Raphidophytes,Rhodophytes,Synechococcus spp,Microcystis-like (vacuolate)
380,,0.021046,0.024000,0.016833,0.020000,0.022602,0.028250,0.020000,0.074217,0.023000,0.030000,0.012000,0.024997,0.023000,0.009000,0.039000,0.030262,0.050977
381,,0.021462,0.024030,0.017250,0.020155,0.022752,0.028400,0.020070,0.074634,0.023095,0.030295,0.012330,0.025414,0.023085,0.009080,0.039050,0.030678,0.051308
382,,0.021696,0.024060,0.017483,0.020310,0.022942,0.028590,0.020140,0.074867,0.023190,0.030590,0.012660,0.025647,0.023170,0.009160,0.039100,0.030912,0.051351
383,,0.022196,0.024090,0.017983,0.020465,0.023162,0.028810,0.020210,0.075367,0.023285,0.030885,0.012990,0.026147,0.023255,0.009240,0.039150,0.031412,0.051481
384,,0.022496,0.024120,0.018283,0.020620,0.023422,0.029070,0.020280,0.075667,0.023380,0.031180,0.013320,0.026447,0.023340,0.009320,0.039200,0.031712,0.051707
385,,0.022596,0.024150,0.018383,0.020775,0.023622,0.029270,0.020350,0.075767,0.023475,0.031475,0.013650,0.026547,0.023425,0.009400,0.039250,0.031812,0.051719
386,,0.022696,0.024180,0.018483,0.020930,0.023702,0.029350,0.020420,0.075867,0.023570,0.031770,0.013980,0.026647,0.023510,0.009480,0.039300,0.031912,0.051545
387,,0.022746,0.024210,0.018533,0.021085,0.023762,0.029410,0.020490,0.075917,0.023665,0.032065,0.014310,0.026697,0.023595,0.009560,0.039350,0.031962,0.051489
388,,0.022821,0.024240,0.018608,0.021240,0.023842,0.029490,0.020560,0.075992,0.023760,0.032360,0.014640,0.026772,0.023680,0.009640,0.039400,0.032037,0.051587
389,,0.022896,0.024270,0.018683,0.021395,0.024002,0.029650,0.020630,0.076067,0.023855,0.032655,0.014970,0.026847,0.023765,0.009720,0.039450,0.032112,0.051708
390,,0.022996,0.024300,0.018783,0.021550,0.024162,0.029810,0.020700,0.076167,0.023950,0.032950,0.015300,0.026947,0.023850,0.009800,0.039500,0.032212,0.051773
391,,0.023121,0.024330,0.018908,0.021705,0.024342,0.029990,0.020770,0.076292,0.024045,0.033245,0.015630,0.027072,0.023935,0.009880,0.039550,0.032337,0.051895
392,,0.023196,0.024360,0.018983,0.021860,0.024482,0.030130,0.020840,0.076367,0.024140,0.033540,0.015960,0.027147,0.024020,0.009960,0.039600,0.032412,0.052031
393,,0.023371,0.024390,0.019158,0.022015,0.024642,0.030290,0.020910,0.076542,0.024235,0.033835,0.016290,0.027322,0.024105,0.010040,0.039650,0.032587,0.051944
394,,0.023596,0.024420,0.019383,0.022170,0.024802,0.030450,0.020980,0.076767,0.024330,0.034130,0.016620,0.027547,0.024190,0.010120,0.039700,0.032812,0.051975
395,,0.023821,0.024450,0.019608,0.022325,0.025002,0.030650,0.021050,0.076992,0.024425,0.034425,0.016950,0.027772,0.024275,0.010200,0.039750,0.033037,0.052216
396,,0.024146,0.024480,0.019933,0.022480,0.025142,0.030790,0.021120,0.077317,0.024520,0.034720,0.017280,0.028097,0.024360,0.010280,0.039800,0.033362,0.052363
397,,0.024446,0.024510,0.020233,0.022635,0.025442,0.031090,0.021190,0.077617,0.024615,0.035015,0.017610,0.028397,0.024445,0.010360,0.039850,0.033662,0.052465
398,,0.024846,0.024540,0.020633,0.022790,0.025642,0.031290,0.021260,0.078017,0.024710,0.035310,0.017940,0.028797,0.024530,0.010440,0.039900,0.034062,0.052567
399,,0.025321,0.024570,0.021108,0.022945,0.025752,0.031400,0.021330,0.078492,0.024805,0.035605,0.018270,0.029272,0.024615,0.010520,0.039950,0.034537,0.052782
400,,0.025760,0.024663,0.021526,0.023144,0.025964,0.031789,0.021423,0.079102,0.024976,0.036030,0.018635,0.029822,0.024782,0.010581,0.039960,0.034951,0.053173
401,,0.026200,0.024757,0.021944,0.023344,0.026175,0.032179,0.021517,0.079711,0.025146,0.036456,0.019000,0.030371,0.024949,0.010642,0.039970,0.035365,0.053417
402,,0.026334,0.024969,0.022036,0.023590,0.026520,0.032789,0.021660,0.080268,0.025367,0.037015,0.019485,0.030757,0.025191,0.010717,0.040007,0.035584,0.053594
403,,0.026493,0.025206,0.022156,0.023831,0.026927,0.033384,0.021818,0.080922,0.025598,0.037604,0.020024,0.031201,0.025441,0.010793,0.040074,0.035946,0.053908
404,,0.026671,0.025463,0.022300,0.024067,0.027388,0.033970,0.021987,0.081658,0.025838,0.038216,0.020610,0.031699,0.025698,0.010871,0.040162,0.036428,0.054192
405,,0.026866,0.025734,0.022466,0.024300,0.027894,0.034553,0.022167,0.082458,0.026084,0.038845,0.021234,0.032248,0.025960,0.010948,0.040268,0.037007,0.054795
406,,0.027072,0.026014,0.022648,0.024532,0.028435,0.035139,0.022353,0.083306,0.026335,0.039484,0.021889,0.032843,0.026227,0.011024,0.040385,0.037658,0.055433
407,,0.027285,0.026299,0.022844,0.024762,0.029003,0.035732,0.022544,0.084188,0.026589,0.040127,0.022565,0.033481,0.026496,0.011097,0.040507,0.038360,0.055746
408,,0.027502,0.026583,0.023050,0.024994,0.029589,0.036338,0.022738,0.085086,0.026844,0.040767,0.023255,0.034159,0.026766,0.011166,0.040628,0.039090,0.056241
409,,0.027716,0.026862,0.023263,0.025227,0.030183,0.036962,0.022931,0.085984,0.027099,0.041397,0.023951,0.034872,0.027038,0.011230,0.040744,0.039822,0.056896
410,,0.027925,0.027129,0.023478,0.025463,0.030776,0.037611,0.023122,0.086866,0.027351,0.042011,0.024644,0.035616,0.027308,0.011288,0.040847,0.040536,0.057532
411,,0.028124,0.027382,0.023692,0.025703,0.031360,0.038285,0.023308,0.087717,0.027600,0.042602,0.025326,0.036389,0.027576,0.011339,0.040934,0.041211,0.058181
412,,0.028312,0.027619,0.023901,0.025941,0.031928,0.038970,0.023488,0.088526,0.027842,0.043167,0.025992,0.037188,0.027839,0.011384,0.041002,0.041843,0.058803
413,,0.028486,0.027839,0.024100,0.026173,0.032473,0.039646,0.023658,0.089280,0.028074,0.043701,0.026636,0.038014,0.028093,0.011423,0.041050,0.042431,0.059061
414,,0.028646,0.028041,0.024285,0.026392,0.032988,0.040296,0.023816,0.089971,0.028295,0.044200,0.027253,0.038865,0.028336,0.011456,0.041077,0.042975,0.059215
415,,0.028791,0.028226,0.024452,0.026594,0.033466,0.040900,0.023961,0.090586,0.028501,0.044661,0.027837,0.039741,0.028563,0.011486,0.041083,0.043474,0.059769
416,,0.028918,0.028391,0.024596,0.026771,0.033900,0.041440,0.024090,0.091116,0.028691,0.045080,0.028382,0.040641,0.028773,0.011511,0.041066,0.043929,0.060266
417,,0.029026,0.028537,0.024713,0.026919,0.034284,0.041896,0.024202,0.091549,0.028861,0.045452,0.028883,0.041564,0.028962,0.011533,0.041024,0.044337,0.060624
418,,0.029115,0.028664,0.024799,0.027033,0.034611,0.042250,0.024293,0.091874,0.029008,0.045774,0.029334,0.042510,0.029126,0.011552,0.040958,0.044700,0.060893
419,,0.029182,0.028770,0.024848,0.027106,0.034874,0.042484,0.024361,0.092081,0.029131,0.046042,0.029730,0.043477,0.029263,0.011570,0.040866,0.045015,0.061121
420,,0.029226,0.028855,0.024858,0.027132,0.035065,0.042577,0.024406,0.092159,0.029227,0.046252,0.030065,0.044465,0.029369,0.011586,0.040747,0.045283,0.061263
421,,0.029250,0.028920,0.024830,0.027115,0.035188,0.042532,0.024427,0.092114,0.029297,0.046411,0.030344,0.045465,0.029446,0.011602,0.040605,0.045512,0.061421
422,,0.029270,0.028979,0.024789,0.027085,0.035279,0.042425,0.024442,0.092020,0.029360,0.046571,0.030616,0.046428,0.029514,0.011618,0.040464,0.045741,0.061650
423,,0.029306,0.029046,0.024768,0.027083,0.035381,0.042354,0.024473,0.091968,0.029442,0.046794,0.030939,0.047298,0.029598,0.011634,0.040351,0.046019,0.061808
424,,0.029379,0.029136,0.024799,0.027147,0.035542,0.042417,0.024540,0.092048,0.029564,0.047141,0.031372,0.048020,0.029722,0.011652,0.040296,0.046393,0.061962
425,,0.029507,0.029264,0.024914,0.027317,0.035806,0.042709,0.024665,0.092351,0.029750,0.047676,0.031974,0.048537,0.029911,0.011673,0.040326,0.046913,0.062112
426,,0.029705,0.029438,0.025133,0.027617,0.036202,0.043296,0.024859,0.092935,0.030016,0.048436,0.032780,0.048818,0.030182,0.011696,0.040460,0.047606,0.062293
427,,0.029949,0.029645,0.025428,0.028008,0.036697,0.044104,0.025103,0.093722,0.030334,0.049353,0.033733,0.048940,0.030510,0.011721,0.040667,0.048421,0.062503
428,,0.030211,0.029864,0.025759,0.028434,0.037241,0.045028,0.025367,0.094602,0.030671,0.050336,0.034756,0.049002,0.030863,0.011747,0.040910,0.049285,0.062825
429,,0.030462,0.030074,0.026084,0.028841,0.037785,0.045963,0.025624,0.095462,0.030992,0.051292,0.035767,0.049107,0.031209,0.011774,0.041147,0.050129,0.063189
430,,0.030672,0.030254,0.026364,0.029174,0.038278,0.046802,0.025843,0.096194,0.031261,0.052131,0.036687,0.049356,0.031516,0.011800,0.041338,0.050879,0.063508
431,,0.030817,0.030389,0.026566,0.029388,0.038681,0.047460,0.026003,0.096706,0.031451,0.052777,0.037453,0.049827,0.031758,0.011825,0.041453,0.051479,0.063770
432,,0.030900,0.030475,0.026690,0.029489,0.038987,0.047928,0.026106,0.096988,0.031563,0.053236,0.038062,0.050500,0.031935,0.011848,0.041488,0.051925,0.064089
433,,0.030926,0.030516,0.026744,0.029493,0.039200,0.048217,0.026160,0.097053,0.031605,0.053529,0.038527,0.051332,0.032055,0.011867,0.041449,0.052228,0.064337
434,,0.030903,0.030513,0.026737,0.029414,0.039322,0.048339,0.026172,0.096910,0.031586,0.053679,0.038861,0.052280,0.032126,0.011883,0.041343,0.052399,0.064483
435,,0.030838,0.030468,0.026677,0.029269,0.039357,0.048305,0.026151,0.096571,0.031513,0.053708,0.039076,0.053301,0.032155,0.011895,0.041175,0.052449,0.064716
436,,0.030739,0.030384,0.026572,0.029074,0.039308,0.048125,0.026106,0.096048,0.031394,0.053640,0.039185,0.054352,0.032150,0.011901,0.040950,0.052388,0.064884
437,,0.030611,0.030262,0.026431,0.028845,0.039177,0.047811,0.026044,0.095350,0.031239,0.053495,0.039202,0.055391,0.032119,0.011902,0.040674,0.052228,0.064969
438,,0.030462,0.030104,0.026261,0.028598,0.038969,0.047375,0.025973,0.094490,0.031055,0.053297,0.039140,0.056373,0.032068,0.011895,0.040353,0.051979,0.064937
439,,0.030300,0.029913,0.026071,0.028348,0.038685,0.046827,0.025902,0.093478,0.030850,0.053068,0.039010,0.057256,0.032006,0.011881,0.039994,0.051652,0.064833
440,,0.030131,0.029691,0.025869,0.028112,0.038329,0.046178,0.025838,0.092325,0.030632,0.052831,0.038827,0.057998,0.031939,0.011859,0.039600,0.051259,0.064763
441,,0.029961,0.029440,0.025662,0.027902,0.037905,0.045440,0.025789,0.091042,0.030409,0.052603,0.038602,0.058562,0.031876,0.011828,0.039179,0.050808,0.064495
442,,0.029792,0.029163,0.025451,0.027718,0.037418,0.044621,0.025754,0.089644,0.030182,0.052389,0.038341,0.058954,0.031815,0.011788,0.038732,0.050306,0.063979
443,,0.029622,0.028863,0.025238,0.027559,0.036875,0.043730,0.025732,0.088144,0.029952,0.052187,0.038048,0.059183,0.031756,0.011740,0.038263,0.049758,0.063409
444,,0.029451,0.028543,0.025021,0.027421,0.036282,0.042776,0.025720,0.086556,0.029717,0.051997,0.037730,0.059261,0.031700,0.011685,0.037776,0.049171,0.062791
445,,0.029281,0.028207,0.024801,0.027301,0.035645,0.041767,0.025719,0.084894,0.029478,0.051816,0.037390,0.059200,0.031646,0.011623,0.037272,0.048548,0.062034
446,,0.029109,0.027859,0.024578,0.027198,0.034970,0.040713,0.025724,0.083172,0.029236,0.051646,0.037034,0.059011,0.031592,0.011556,0.036755,0.047896,0.061283
447,,0.028936,0.027501,0.024353,0.027108,0.034263,0.039622,0.025736,0.081404,0.028991,0.051483,0.036666,0.058705,0.031539,0.011482,0.036227,0.047219,0.060460
448,,0.028761,0.027136,0.024125,0.027030,0.033532,0.038503,0.025753,0.079603,0.028742,0.051328,0.036292,0.058295,0.031486,0.011404,0.035692,0.046523,0.059613
449,,0.028585,0.026769,0.023895,0.026959,0.032782,0.037364,0.025772,0.077784,0.028490,0.051180,0.035916,0.057791,0.031432,0.011322,0.035153,0.045814,0.058734
450,,0.028407,0.026401,0.023663,0.026894,0.032018,0.036215,0.025793,0.075960,0.028235,0.051038,0.035543,0.057205,0.031377,0.011236,0.034611,0.045096,0.057842
451,,0.028226,0.026037,0.023428,0.026831,0.031249,0.035063,0.025813,0.074146,0.027977,0.050900,0.035179,0.056549,0.031321,0.011146,0.034071,0.044375,0.057000
452,,0.028043,0.025680,0.023192,0.026769,0.030479,0.033918,0.025831,0.072355,0.027716,0.050766,0.034828,0.055834,0.031262,0.011055,0.033536,0.043656,0.056192
453,,0.027858,0.025333,0.022953,0.026705,0.029716,0.032788,0.025845,0.070602,0.027452,0.050636,0.034495,0.055071,0.031201,0.010961,0.033007,0.042945,0.055423
454,,0.027669,0.024999,0.022714,0.026635,0.028965,0.031683,0.025855,0.068899,0.027186,0.050507,0.034184,0.054272,0.031137,0.010866,0.032488,0.042246,0.054712
455,,0.027477,0.024682,0.022473,0.026558,0.028232,0.030610,0.025857,0.067262,0.026917,0.050379,0.033902,0.053448,0.031069,0.010771,0.031983,0.041566,0.054148
456,,0.027281,0.024384,0.022230,0.026470,0.027525,0.029580,0.025851,0.065704,0.026646,0.050252,0.033652,0.052612,0.030998,0.010675,0.031493,0.040909,0.053629
457,,0.027082,0.024110,0.021987,0.026370,0.026848,0.028599,0.025835,0.064238,0.026373,0.050124,0.033439,0.051773,0.030921,0.010580,0.031022,0.040280,0.053196
458,,0.026879,0.023862,0.021742,0.026253,0.026209,0.027677,0.025806,0.062880,0.026098,0.049994,0.033270,0.050945,0.030839,0.010486,0.030572,0.039686,0.052875
459,,0.026671,0.023643,0.021497,0.026119,0.025614,0.026824,0.025765,0.061642,0.025820,0.049862,0.033147,0.050137,0.030752,0.010394,0.030147,0.039131,0.052506
460,,0.026459,0.023458,0.021251,0.025963,0.025068,0.026046,0.025708,0.060539,0.025541,0.049726,0.033077,0.049363,0.030658,0.010304,0.029750,0.038621,0.052045
461,,0.026242,0.023308,0.021004,0.025785,0.024577,0.025352,0.025635,0.059580,0.025261,0.049586,0.033063,0.048630,0.030558,0.010217,0.029382,0.038159,0.051674
462,,0.026020,0.023190,0.020758,0.025586,0.024139,0.024739,0.025547,0.058760,0.024979,0.049439,0.033098,0.047939,0.030450,0.010133,0.029044,0.037746,0.051429
463,,0.025796,0.023103,0.020513,0.025367,0.023750,0.024203,0.025444,0.058068,0.024699,0.049285,0.033176,0.047285,0.030335,0.010052,0.028734,0.037378,0.051095
464,,0.025568,0.023042,0.020270,0.025132,0.023408,0.023739,0.025328,0.057495,0.024419,0.049120,0.033289,0.046667,0.030213,0.009973,0.028453,0.037055,0.050801
465,,0.025338,0.023004,0.020029,0.024882,0.023109,0.023343,0.025200,0.057030,0.024141,0.048944,0.033431,0.046081,0.030082,0.009897,0.028198,0.036774,0.050560
466,,0.025107,0.022987,0.019792,0.024619,0.022850,0.023011,0.025060,0.056663,0.023867,0.048755,0.033593,0.045524,0.029942,0.009823,0.027970,0.036533,0.050278
467,,0.024874,0.022987,0.019558,0.024347,0.022628,0.022739,0.024911,0.056385,0.023597,0.048551,0.033769,0.044992,0.029793,0.009752,0.027768,0.036330,0.050025
468,,0.024642,0.023000,0.019329,0.024066,0.022439,0.022523,0.024753,0.056184,0.023333,0.048330,0.033951,0.044484,0.029635,0.009682,0.027590,0.036164,0.049796
469,,0.024409,0.023024,0.019106,0.023780,0.022281,0.022358,0.024587,0.056051,0.023075,0.048090,0.034133,0.043996,0.029468,0.009615,0.027436,0.036032,0.049550
470,,0.024178,0.023056,0.018889,0.023490,0.022150,0.022240,0.024414,0.055977,0.022824,0.047829,0.034306,0.043525,0.029290,0.009550,0.027305,0.035933,0.049274
471,,0.023949,0.023091,0.018679,0.023199,0.022043,0.022164,0.024235,0.055950,0.022581,0.047546,0.034464,0.043068,0.029101,0.009487,0.027196,0.035864,0.049030
472,,0.023721,0.023128,0.018476,0.022909,0.021956,0.022128,0.024053,0.055960,0.022347,0.047239,0.034599,0.042621,0.028902,0.009426,0.027109,0.035824,0.048761
473,,0.023497,0.023162,0.018282,0.022623,0.021887,0.022125,0.023867,0.055999,0.022124,0.046907,0.034705,0.042182,0.028692,0.009366,0.027043,0.035811,0.048454
474,,0.023277,0.023191,0.018098,0.022341,0.021831,0.022152,0.023678,0.056055,0.021912,0.046546,0.034773,0.041748,0.028470,0.009308,0.026996,0.035822,0.048135
475,,0.023060,0.023211,0.017923,0.022068,0.021787,0.022206,0.023489,0.056119,0.021712,0.046156,0.034796,0.041316,0.028236,0.009251,0.026969,0.035856,0.047887
476,,0.022849,0.023219,0.017759,0.021804,0.021751,0.022281,0.023299,0.056180,0.021526,0.045735,0.034768,0.040883,0.027990,0.009196,0.026960,0.035911,0.047706
477,,0.022643,0.023212,0.017607,0.021552,0.021719,0.022373,0.023111,0.056228,0.021354,0.045281,0.034680,0.040445,0.027731,0.009142,0.026968,0.035985,0.047482
478,,0.022444,0.023187,0.017466,0.021315,0.021688,0.022478,0.022925,0.056254,0.021196,0.044792,0.034527,0.040000,0.027459,0.009089,0.026992,0.036076,0.047257
479,,0.022251,0.023140,0.017339,0.021095,0.021655,0.022592,0.022742,0.056247,0.021056,0.044266,0.034299,0.039544,0.027173,0.009037,0.027033,0.036183,0.047083
480,,0.022066,0.023069,0.017225,0.020893,0.021617,0.022710,0.022564,0.056197,0.020932,0.043702,0.033991,0.039076,0.026874,0.008986,0.027088,0.036302,0.046922
481,,0.021889,0.022970,0.017126,0.020712,0.021571,0.022829,0.022391,0.056096,0.020826,0.043099,0.033597,0.038591,0.026560,0.008936,0.027158,0.036432,0.046807
482,,0.021719,0.022845,0.017039,0.020549,0.021517,0.022948,0.022223,0.055942,0.020736,0.042459,0.033122,0.038089,0.026234,0.008887,0.027240,0.036569,0.046703
483,,0.021555,0.022692,0.016963,0.020403,0.021453,0.023064,0.022059,0.055736,0.020658,0.041785,0.032574,0.037569,0.025895,0.008838,0.027331,0.036710,0.046587
484,,0.021397,0.022515,0.016895,0.020272,0.021379,0.023176,0.021899,0.055479,0.020591,0.041082,0.031959,0.037032,0.025545,0.008789,0.027432,0.036850,0.046457
485,,0.021243,0.022312,0.016835,0.020153,0.021296,0.023283,0.021742,0.055170,0.020530,0.040353,0.031285,0.036476,0.025185,0.008740,0.027538,0.036986,0.046362
486,,0.021092,0.022084,0.016780,0.020043,0.021203,0.023384,0.021588,0.054810,0.020475,0.039601,0.030559,0.035900,0.024816,0.008691,0.027648,0.037113,0.046279
487,,0.020943,0.021833,0.016728,0.019941,0.021098,0.023478,0.021436,0.054399,0.020422,0.038830,0.029788,0.035305,0.024439,0.008641,0.027760,0.037228,0.046238
488,,0.020795,0.021559,0.016677,0.019845,0.020983,0.023563,0.021286,0.053938,0.020368,0.038043,0.028980,0.034690,0.024055,0.008591,0.027873,0.037327,0.046169
489,,0.020648,0.021263,0.016626,0.019752,0.020856,0.023638,0.021136,0.053427,0.020310,0.037244,0.028141,0.034054,0.023664,0.008540,0.027984,0.037406,0.046028
490,,0.020500,0.020946,0.016573,0.019659,0.020718,0.023701,0.020986,0.052867,0.020247,0.036435,0.027279,0.033396,0.023269,0.008487,0.028090,0.037460,0.045969
491,,0.020351,0.020607,0.016516,0.019566,0.020567,0.023751,0.020837,0.052257,0.020174,0.035622,0.026402,0.032716,0.022870,0.008433,0.028191,0.037487,0.045925
492,,0.020198,0.020249,0.016452,0.019469,0.020404,0.023788,0.020686,0.051599,0.020090,0.034807,0.025516,0.032014,0.022469,0.008378,0.028284,0.037482,0.045742
493,,0.020042,0.019871,0.016381,0.019366,0.020228,0.023809,0.020534,0.050892,0.019992,0.033993,0.024628,0.031289,0.022065,0.008320,0.028367,0.037441,0.045494
494,,0.019882,0.019475,0.016299,0.019255,0.020038,0.023813,0.020380,0.050138,0.019878,0.033185,0.023746,0.030541,0.021660,0.008261,0.028438,0.037360,0.045302
495,,0.019715,0.019061,0.016207,0.019134,0.019835,0.023800,0.020223,0.049336,0.019743,0.032385,0.022877,0.029768,0.021256,0.008199,0.028495,0.037235,0.045096
496,,0.019542,0.018629,0.016100,0.019000,0.019618,0.023767,0.020063,0.048486,0.019586,0.031598,0.022029,0.028970,0.020853,0.008135,0.028537,0.037064,0.044820
497,,0.019361,0.018181,0.015979,0.018851,0.019386,0.023713,0.019899,0.047590,0.019404,0.030826,0.021208,0.028148,0.020452,0.008067,0.028560,0.036840,0.044495
498,,0.019172,0.017718,0.015840,0.018686,0.019140,0.023638,0.019731,0.046647,0.019195,0.030073,0.020422,0.027299,0.020054,0.007997,0.028563,0.036562,0.044155
499,,0.018972,0.017239,0.015682,0.018502,0.018878,0.023540,0.019558,0.045658,0.018955,0.029343,0.019678,0.026424,0.019661,0.007924,0.028544,0.036224,0.043805
500,,0.018763,0.016746,0.015503,0.018296,0.018601,0.023417,0.019379,0.044624,0.018682,0.028638,0.018983,0.025523,0.019273,0.007847,0.028501,0.035823,0.043376
501,,0.018542,0.016239,0.015302,0.018067,0.018309,0.023269,0.019194,0.043545,0.018374,0.027963,0.018342,0.024595,0.018892,0.007767,0.028434,0.035356,0.042884
502,,0.018310,0.015722,0.015082,0.017817,0.018002,0.023097,0.019004,0.042426,0.018035,0.027314,0.017753,0.023645,0.018517,0.007684,0.028343,0.034833,0.042353
503,,0.018070,0.015196,0.014844,0.017549,0.017682,0.022906,0.018809,0.041274,0.017668,0.026690,0.017211,0.022679,0.018148,0.007598,0.028234,0.034261,0.041847
504,,0.017823,0.014664,0.014593,0.017266,0.017350,0.022697,0.018611,0.040095,0.017279,0.026088,0.016711,0.021703,0.017786,0.007509,0.028109,0.033651,0.041364
505,,0.017570,0.014130,0.014332,0.016970,0.017009,0.022473,0.018410,0.038894,0.016871,0.025505,0.016248,0.020722,0.017431,0.007419,0.027972,0.033012,0.040868
506,,0.017312,0.013595,0.014063,0.016665,0.016658,0.022238,0.018208,0.037677,0.016448,0.024938,0.015817,0.019742,0.017083,0.007327,0.027827,0.032353,0.040349
507,,0.017051,0.013063,0.013789,0.016352,0.016301,0.021993,0.018004,0.036450,0.016016,0.024386,0.015414,0.018768,0.016741,0.007235,0.027677,0.031685,0.039859
