wavelength,,Diatoms (pennate),Chlorophytes,Diatoms (centric),Cryptophytes,Cyanobacteria (blue),Cyanobacteria (red),Dinoflagellates,Eustigmatophytes,Haptophytes: Pavlovaceae,Pelagophytes,Prasinophytes,Prochlorococcus,Haptophytes: Prymnesiaceae,Raphidophytes,Rhodophytes,Synechococcus spp,Microcystis-like (vacuolate)
508,,0.016789,0.012535,0.013514,0.016035,0.015938,0.021741,0.017800,0.035219,0.015577,0.023845,0.015034,0.017807,0.016407,0.007142,0.027526,0.031016,0.039331
509,,0.016526,0.012016,0.013240,0.015717,0.015571,0.021486,0.017597,0.033990,0.015137,0.023313,0.014671,0.016864,0.016079,0.007049,0.027376,0.030356,0.038715
510,,0.016265,0.011506,0.012971,0.015400,0.015202,0.021230,0.017395,0.032769,0.014700,0.022787,0.014321,0.015945,0.015759,0.006957,0.027232,0.029715,0.038060
511,,0.016006,0.011010,0.012710,0.015087,0.014831,0.020976,0.017196,0.031562,0.014270,0.022264,0.013980,0.015055,0.015446,0.006866,0.027098,0.029102,0.037444
512,,0.015752,0.010529,0.012460,0.014781,0.014460,0.020726,0.017000,0.030375,0.013851,0.021743,0.013641,0.014200,0.015140,0.006776,0.026976,0.028526,0.036873
513,,0.015503,0.010066,0.012223,0.014484,0.014091,0.020483,0.016809,0.029213,0.013447,0.021220,0.013302,0.013386,0.014842,0.006688,0.026870,0.027998,0.036201
514,,0.015261,0.009625,0.012003,0.014200,0.013725,0.020251,0.016622,0.028083,0.013064,0.020693,0.012956,0.012618,0.014551,0.006602,0.026784,0.027527,0.035589
515,,0.015028,0.009207,0.011803,0.013931,0.013364,0.020031,0.016441,0.026991,0.012704,0.020160,0.012599,0.011903,0.014268,0.006520,0.026720,0.027122,0.034932
516,,0.014804,0.008815,0.011625,0.013680,0.013009,0.019827,0.016267,0.025940,0.012372,0.019618,0.012227,0.011243,0.013992,0.006440,0.026683,0.026790,0.034276
517,,0.014589,0.008448,0.011467,0.013447,0.012660,0.019639,0.016098,0.024934,0.012067,0.019070,0.011843,0.010639,0.013724,0.006364,0.026670,0.026528,0.033572
518,,0.014383,0.008105,0.011327,0.013232,0.012320,0.019467,0.015935,0.023971,0.011785,0.018518,0.011448,0.010086,0.013462,0.006291,0.026679,0.026329,0.032837
519,,0.014185,0.007786,0.011201,0.013035,0.011987,0.019313,0.015777,0.023052,0.011526,0.017966,0.011047,0.009582,0.013207,0.006220,0.026709,0.026187,0.032233
520,,0.013994,0.007489,0.011088,0.012857,0.011664,0.019177,0.015622,0.022177,0.011287,0.017417,0.010641,0.009123,0.012957,0.006152,0.026755,0.026096,0.031659
521,,0.013810,0.007213,0.010983,0.012697,0.011350,0.019060,0.015471,0.021346,0.011066,0.016874,0.010235,0.008707,0.012713,0.006086,0.026817,0.026049,0.031074
522,,0.013631,0.006957,0.010886,0.012556,0.011046,0.018962,0.015321,0.020560,0.010861,0.016339,0.009830,0.008330,0.012474,0.006022,0.026893,0.026041,0.030406
523,,0.013457,0.006720,0.010792,0.012434,0.010754,0.018884,0.015174,0.019819,0.010670,0.015816,0.009430,0.007990,0.012239,0.005961,0.026979,0.026065,0.029793
524,,0.013288,0.006502,0.010699,0.012331,0.010474,0.018826,0.015028,0.019123,0.010490,0.015308,0.009039,0.007684,0.012009,0.005901,0.027074,0.026114,0.029171
525,,0.013123,0.006300,0.010605,0.012248,0.010206,0.018790,0.014882,0.018471,0.010321,0.014817,0.008658,0.007408,0.011782,0.005843,0.027175,0.026183,0.028554
526,,0.012961,0.006115,0.010506,0.012183,0.009952,0.018775,0.014736,0.017865,0.010158,0.014347,0.008291,0.007159,0.011558,0.005786,0.027280,0.026265,0.027973
527,,0.012802,0.005945,0.010401,0.012138,0.009711,0.018783,0.014588,0.017305,0.010002,0.013901,0.007940,0.006934,0.011337,0.005731,0.027386,0.026355,0.027329
528,,0.012644,0.005789,0.010285,0.012113,0.009486,0.018813,0.014439,0.016790,0.009849,0.013482,0.007610,0.006731,0.011118,0.005676,0.027493,0.026445,0.026740
529,,0.012487,0.005645,0.010157,0.012107,0.009275,0.018868,0.014287,0.016321,0.009697,0.013092,0.007302,0.006546,0.010902,0.005622,0.027597,0.026529,0.026211
530,,0.012331,0.005514,0.010014,0.012121,0.009082,0.018946,0.014132,0.015898,0.009545,0.012735,0.007020,0.006377,0.010686,0.005569,0.027695,0.026602,0.025691
531,,0.012175,0.005394,0.009854,0.012155,0.008904,0.019049,0.013973,0.015520,0.009390,0.012413,0.006766,0.006219,0.010472,0.005517,0.027787,0.026658,0.025160
532,,0.012018,0.005284,0.009678,0.012206,0.008743,0.019176,0.013810,0.015184,0.009233,0.012121,0.006538,0.006074,0.010258,0.005464,0.027872,0.026697,0.024695
533,,0.011861,0.005185,0.009489,0.012272,0.008597,0.019324,0.013643,0.014884,0.009075,0.011856,0.006333,0.005939,0.010046,0.005411,0.027950,0.026721,0.024193
534,,0.011702,0.005094,0.009289,0.012350,0.008466,0.019493,0.013471,0.014616,0.008914,0.011612,0.006149,0.005814,0.009835,0.005358,0.028022,0.026730,0.023740
535,,0.011543,0.005012,0.009081,0.012437,0.008349,0.019682,0.013295,0.014374,0.008753,0.011385,0.005982,0.005699,0.009626,0.005303,0.028087,0.026726,0.023286
536,,0.011382,0.004937,0.008867,0.012531,0.008245,0.019887,0.013114,0.014154,0.008590,0.011170,0.005830,0.005593,0.009417,0.005247,0.028145,0.026711,0.022653
537,,0.011220,0.004871,0.008650,0.012630,0.008154,0.020110,0.012928,0.013951,0.008428,0.010962,0.005690,0.005496,0.009211,0.005189,0.028198,0.026685,0.022186
538,,0.011056,0.004810,0.008432,0.012730,0.008074,0.020347,0.012737,0.013760,0.008265,0.010757,0.005559,0.005406,0.009006,0.005129,0.028245,0.026651,0.021948
539,,0.010891,0.004757,0.008215,0.012829,0.008005,0.020597,0.012541,0.013576,0.008103,0.010549,0.005434,0.005322,0.008803,0.005067,0.028287,0.026608,0.021570
540,,0.010723,0.004708,0.008002,0.012925,0.007946,0.020859,0.012340,0.013394,0.007942,0.010335,0.005314,0.005246,0.008601,0.005002,0.028323,0.026558,0.021191
541,,0.010552,0.004665,0.007794,0.013015,0.007897,0.021132,0.012133,0.013209,0.007783,0.010108,0.005194,0.005175,0.008402,0.004933,0.028354,0.026503,0.021006
542,,0.010380,0.004626,0.007596,0.013095,0.007856,0.021414,0.011921,0.013016,0.007625,0.009865,0.005072,0.005109,0.008204,0.004861,0.028381,0.026444,0.020839
543,,0.010204,0.004590,0.007408,0.013165,0.007823,0.021704,0.011703,0.012811,0.007469,0.009601,0.004946,0.005047,0.008009,0.004784,0.028402,0.026382,0.020606
544,,0.010026,0.004558,0.007234,0.013220,0.007797,0.021999,0.011479,0.012588,0.007316,0.009310,0.004812,0.004989,0.007816,0.004704,0.028419,0.026318,0.020355
545,,0.009844,0.004529,0.007076,0.013259,0.007778,0.022300,0.011250,0.012343,0.007165,0.008989,0.004668,0.004935,0.007626,0.004618,0.028432,0.026255,0.020137
546,,0.009660,0.004501,0.006935,0.013279,0.007765,0.022604,0.011014,0.012073,0.007019,0.008634,0.004521,0.004882,0.007438,0.004528,0.028440,0.026191,0.020007
547,,0.009472,0.004476,0.006811,0.013282,0.007757,0.022909,0.010773,0.011780,0.006875,0.008249,0.004360,0.004833,0.007252,0.004433,0.028443,0.026128,0.019901
548,,0.009283,0.004453,0.006701,0.013268,0.007757,0.023213,0.010528,0.011470,0.006735,0.007840,0.004187,0.004786,0.007071,0.004334,0.028439,0.026066,0.019884
549,,0.009093,0.004433,0.006603,0.013239,0.007764,0.023514,0.010279,0.011147,0.006598,0.007414,0.004005,0.004741,0.006893,0.004233,0.028426,0.026004,0.019880
550,,0.008904,0.004415,0.006515,0.013197,0.007779,0.023809,0.010028,0.010818,0.006465,0.006975,0.003816,0.004699,0.006719,0.004129,0.028402,0.025942,0.019797
551,,0.008715,0.004401,0.006436,0.013144,0.007803,0.024097,0.009776,0.010486,0.006335,0.006529,0.003624,0.004660,0.006550,0.004024,0.028367,0.025879,0.019686
552,,0.008527,0.004390,0.006363,0.013080,0.007836,0.024375,0.009523,0.010157,0.006208,0.006083,0.003431,0.004623,0.006386,0.003919,0.028319,0.025816,0.019618
553,,0.008342,0.004383,0.006295,0.013007,0.007879,0.024642,0.009270,0.009837,0.006085,0.005642,0.003248,0.004588,0.006228,0.003814,0.028255,0.025752,0.019681
554,,0.008161,0.004380,0.006228,0.012927,0.007933,0.024894,0.009019,0.009529,0.005965,0.005213,0.003070,0.004557,0.006076,0.003710,0.028175,0.025686,0.019765
555,,0.007984,0.004381,0.006162,0.012841,0.007998,0.025130,0.008771,0.009239,0.005848,0.004800,0.002901,0.004528,0.005930,0.003607,0.028077,0.025620,0.019855
556,,0.007811,0.004387,0.006095,0.012751,0.008074,0.025348,0.008525,0.008972,0.005735,0.004410,0.002741,0.004501,0.005791,0.003507,0.027960,0.025551,0.019970
557,,0.007645,0.004397,0.006024,0.012658,0.008163,0.025544,0.008284,0.008733,0.005625,0.004048,0.002594,0.004478,0.005660,0.003411,0.027821,0.025481,0.020093
558,,0.007486,0.004412,0.005947,0.012563,0.008265,0.025719,0.008048,0.008527,0.005519,0.003721,0.002462,0.004457,0.005536,0.003318,0.027660,0.025409,0.020214
559,,0.007334,0.004432,0.005863,0.012469,0.008380,0.025868,0.007818,0.008359,0.005416,0.003434,0.002346,0.004438,0.005421,0.003230,0.027474,0.025334,0.020372
560,,0.007190,0.004458,0.005769,0.012376,0.008510,0.025990,0.007595,0.008234,0.005317,0.003193,0.002250,0.004423,0.005314,0.003148,0.027263,0.025256,0.020500
561,,0.007056,0.004489,0.005664,0.012285,0.008654,0.026082,0.007380,0.008156,0.005220,0.003003,0.002175,0.004410,0.005217,0.003071,0.027024,0.025175,0.020619
562,,0.006930,0.004526,0.005550,0.012197,0.008812,0.026143,0.007174,0.008122,0.005128,0.002862,0.002120,0.004400,0.005128,0.003001,0.026757,0.025086,0.020778
563,,0.006814,0.004567,0.005427,0.012110,0.008982,0.026171,0.006976,0.008131,0.005039,0.002768,0.002083,0.004393,0.005049,0.002937,0.026459,0.024983,0.020933
564,,0.006706,0.004612,0.005298,0.012022,0.009164,0.026162,0.006788,0.008178,0.004954,0.002718,0.002065,0.004389,0.004979,0.002879,0.026130,0.024861,0.021138
565,,0.006607,0.004662,0.005164,0.011934,0.009356,0.026116,0.006610,0.008260,0.004874,0.002710,0.002062,0.004387,0.004919,0.002825,0.025768,0.024715,0.021405
566,,0.006516,0.004714,0.005028,0.011842,0.009556,0.026029,0.006442,0.008374,0.004797,0.002742,0.002073,0.004389,0.004867,0.002777,0.025372,0.024539,0.021664
567,,0.006434,0.004770,0.004890,0.011747,0.009765,0.025899,0.006285,0.008516,0.004726,0.002811,0.002098,0.004395,0.004825,0.002734,0.024940,0.024329,0.021973
568,,0.006360,0.004828,0.004753,0.011648,0.009980,0.025725,0.006139,0.008684,0.004658,0.002915,0.002135,0.004403,0.004792,0.002696,0.024470,0.024078,0.022316
569,,0.006294,0.004888,0.004618,0.011543,0.010200,0.025505,0.006006,0.008875,0.004596,0.003050,0.002182,0.004415,0.004768,0.002662,0.023963,0.023782,0.022624
570,,0.006235,0.004950,0.004487,0.011431,0.010425,0.025235,0.005884,0.009084,0.004539,0.003216,0.002238,0.004430,0.004754,0.002633,0.023415,0.023435,0.023028
571,,0.006185,0.005013,0.004362,0.011311,0.010653,0.024913,0.005776,0.009309,0.004488,0.003408,0.002302,0.004449,0.004749,0.002608,0.022826,0.023032,0.023405
572,,0.006142,0.005076,0.004244,0.011182,0.010882,0.024539,0.005680,0.009547,0.004441,0.003625,0.002372,0.004471,0.004753,0.002586,0.022194,0.022568,0.023750
573,,0.006106,0.005140,0.004136,0.011043,0.011112,0.024109,0.005599,0.009794,0.004401,0.003864,0.002446,0.004497,0.004766,0.002568,0.021518,0.022037,0.024039
574,,0.006077,0.005204,0.004039,0.010892,0.011342,0.023621,0.005531,0.010047,0.004366,0.004123,0.002524,0.004527,0.004789,0.002554,0.020797,0.021434,0.024334
575,,0.006055,0.005267,0.003954,0.010729,0.011570,0.023073,0.005479,0.010303,0.004337,0.004400,0.002604,0.004561,0.004821,0.002542,0.020028,0.020753,0.024711
576,,0.006041,0.005328,0.003883,0.010554,0.011796,0.022465,0.005441,0.010559,0.004315,0.004690,0.002685,0.004598,0.004862,0.002534,0.019214,0.019993,0.025049
577,,0.006031,0.005389,0.003825,0.010366,0.012018,0.021807,0.005417,0.010811,0.004298,0.004991,0.002765,0.004639,0.004910,0.002528,0.018361,0.019165,0.025414
578,,0.006026,0.005448,0.003779,0.010167,0.012237,0.021109,0.005403,0.011057,0.004285,0.005297,0.002844,0.004683,0.004965,0.002524,0.017481,0.018282,0.025779
579,,0.006025,0.005506,0.003743,0.009959,0.012451,0.020383,0.005400,0.011293,0.004276,0.005602,0.002921,0.004730,0.005025,0.002521,0.016583,0.017358,0.026141
580,,0.006025,0.005563,0.003716,0.009742,0.012662,0.019642,0.005404,0.011518,0.004270,0.005903,0.002996,0.004779,0.005087,0.002519,0.015679,0.016409,0.026453
581,,0.006027,0.005618,0.003697,0.009518,0.012868,0.018895,0.005414,0.011727,0.004266,0.006193,0.003066,0.004830,0.005151,0.002517,0.014779,0.015447,0.026715
582,,0.006028,0.005672,0.003683,0.009289,0.013068,0.018156,0.005427,0.011919,0.004263,0.006469,0.003132,0.004883,0.005215,0.002515,0.013893,0.014487,0.027031
583,,0.006027,0.005724,0.003675,0.009056,0.013264,0.017434,0.005443,0.012089,0.004260,0.006725,0.003192,0.004938,0.005277,0.002512,0.013031,0.013544,0.027359
584,,0.006023,0.005775,0.003669,0.008819,0.013453,0.016742,0.005458,0.012235,0.004257,0.006957,0.003246,0.004993,0.005336,0.002508,0.012204,0.012630,0.027675
585,,0.006016,0.005824,0.003666,0.008581,0.013637,0.016092,0.005472,0.012354,0.004252,0.007159,0.003293,0.005049,0.005390,0.002502,0.011423,0.011761,0.028029
586,,0.006003,0.005872,0.003663,0.008342,0.013814,0.015494,0.005481,0.012444,0.004245,0.007326,0.003332,0.005105,0.005438,0.002493,0.010697,0.010950,0.028402
587,,0.005984,0.005918,0.003660,0.008105,0.013984,0.014960,0.005485,0.012501,0.004235,0.007454,0.003362,0.005162,0.005477,0.002482,0.010038,0.010212,0.028706
588,,0.005957,0.005963,0.003654,0.007869,0.014147,0.014502,0.005482,0.012521,0.004221,0.007537,0.003382,0.005217,0.005508,0.002467,0.009455,0.009561,0.029003
589,,0.005922,0.006005,0.003644,0.007637,0.014302,0.014130,0.005468,0.012503,0.004202,0.007571,0.003391,0.005272,0.005526,0.002448,0.008959,0.009010,0.029278
590,,0.005876,0.006046,0.003630,0.007409,0.014449,0.013858,0.005444,0.012444,0.004177,0.007551,0.003389,0.005326,0.005533,0.002424,0.008561,0.008574,0.029505
591,,0.005820,0.006085,0.003610,0.007188,0.014589,0.013691,0.005406,0.012342,0.004146,0.007474,0.003375,0.005378,0.005525,0.002396,0.008266,0.008262,0.029754
592,,0.005754,0.006123,0.003585,0.006974,0.014723,0.013622,0.005358,0.012207,0.004111,0.007347,0.003350,0.005429,0.005505,0.002364,0.008065,0.008063,0.029997
593,,0.005683,0.006158,0.003556,0.006768,0.014857,0.013637,0.005299,0.012050,0.004071,0.007179,0.003315,0.005477,0.005473,0.002329,0.007944,0.007959,0.030214
594,,0.005608,0.006193,0.003526,0.006571,0.014993,0.013725,0.005234,0.011882,0.004030,0.006980,0.003273,0.005525,0.005433,0.002294,0.007890,0.007935,0.030423
595,,0.005532,0.006227,0.003495,0.006385,0.015135,0.013871,0.005163,0.011715,0.003988,0.006758,0.003224,0.005570,0.005384,0.002260,0.007887,0.007974,0.030697
596,,0.005458,0.006260,0.003465,0.006210,0.015286,0.014064,0.005089,0.011560,0.003947,0.006524,0.003170,0.005614,0.005330,0.002228,0.007923,0.008060,0.030936
597,,0.005387,0.006292,0.003438,0.006047,0.015450,0.014291,0.005013,0.011429,0.003908,0.006286,0.003113,0.005655,0.005271,0.002199,0.007983,0.008175,0.031138
598,,0.005323,0.006323,0.003415,0.005898,0.015631,0.014539,0.004938,0.011332,0.003874,0.006054,0.003054,0.005695,0.005209,0.002175,0.008053,0.008303,0.031399
599,,0.005268,0.006354,0.003397,0.005764,0.015832,0.014795,0.004865,0.011281,0.003844,0.005837,0.002994,0.005733,0.005146,0.002157,0.008120,0.008429,0.031611
600,,0.005225,0.006385,0.003387,0.005645,0.016057,0.015047,0.004797,0.011288,0.003822,0.005645,0.002936,0.005768,0.005083,0.002148,0.008169,0.008534,0.031739
601,,0.005195,0.006416,0.003384,0.005543,0.016308,0.015285,0.004735,0.011360,0.003808,0.005484,0.002880,0.005802,0.005022,0.002147,0.008191,0.008607,0.031949
602,,0.005178,0.006449,0.003391,0.005457,0.016583,0.015510,0.004681,0.011494,0.003802,0.005354,0.002828,0.005835,0.004965,0.002154,0.008187,0.008649,0.032222
603,,0.005175,0.006483,0.003406,0.005389,0.016879,0.015729,0.004636,0.011683,0.003805,0.005255,0.002782,0.005868,0.004912,0.002170,0.008166,0.008665,0.032465
604,,0.005184,0.006521,0.003432,0.005337,0.017193,0.015944,0.004601,0.011921,0.003817,0.005182,0.002745,0.005901,0.004865,0.002192,0.008133,0.008660,0.032694
605,,0.005204,0.006563,0.003467,0.005301,0.017521,0.016162,0.004578,0.012200,0.003837,0.005136,0.002717,0.005937,0.004825,0.002221,0.008094,0.008639,0.032975
606,,0.005236,0.006610,0.003513,0.005283,0.017862,0.016387,0.004567,0.012514,0.003865,0.005114,0.002714,0.005976,0.004793,0.002256,0.008058,0.008607,0.033308
607,,0.005278,0.006664,0.003570,0.005282,0.018211,0.016624,0.004570,0.012855,0.003903,0.005113,0.002719,0.006020,0.004771,0.002296,0.008029,0.008569,0.033555
608,,0.005330,0.006725,0.003638,0.005297,0.018565,0.016878,0.004589,0.013218,0.003949,0.005132,0.002734,0.006068,0.004760,0.002341,0.008015,0.008531,0.033767
609,,0.005391,0.006794,0.003718,0.005329,0.018922,0.017154,0.004624,0.013595,0.004003,0.005169,0.002758,0.006123,0.004760,0.002389,0.008022,0.008497,0.033988
610,,0.005461,0.006874,0.003810,0.005379,0.019278,0.017456,0.004676,0.013979,0.004067,0.005223,0.002791,0.006186,0.004774,0.002440,0.008057,0.008473,0.034169
611,,0.005539,0.006963,0.003914,0.005445,0.019630,0.017787,0.004747,0.014364,0.004139,0.005290,0.002860,0.006256,0.004802,0.002494,0.008124,0.008463,0.034352
612,,0.005622,0.007059,0.004027,0.005524,0.019978,0.018140,0.004832,0.014746,0.004217,0.005367,0.002944,0.006333,0.004842,0.002549,0.008219,0.008467,0.034569
613,,0.005708,0.007161,0.004145,0.005615,0.020319,0.018504,0.004928,0.015121,0.004299,0.005453,0.003039,0.006413,0.004891,0.002605,0.008337,0.008485,0.034818
614,,0.005794,0.007263,0.004264,0.005713,0.020654,0.018870,0.005031,0.015485,0.004383,0.005542,0.003138,0.006494,0.004946,0.002660,0.008473,0.008516,0.035070
615,,0.005878,0.007364,0.004382,0.005815,0.020982,0.019228,0.005135,0.015834,0.004466,0.005633,0.003238,0.006575,0.005005,0.002714,0.008619,0.008560,0.035330
616,,0.005958,0.007460,0.004494,0.005919,0.021301,0.019569,0.005237,0.016165,0.004545,0.005722,0.003332,0.006652,0.005065,0.002766,0.008771,0.008617,0.035556
617,,0.006031,0.007549,0.004597,0.006022,0.021610,0.019882,0.005334,0.016473,0.004620,0.005806,0.003416,0.006722,0.005123,0.002814,0.008922,0.008686,0.035655
618,,0.006095,0.007626,0.004687,0.006119,0.021909,0.020157,0.005419,0.016756,0.004686,0.005881,0.003484,0.006785,0.005176,0.002859,0.009067,0.008766,0.035729
619,,0.006146,0.007689,0.004760,0.006208,0.022196,0.020386,0.005490,0.017008,0.004741,0.005944,0.003531,0.006837,0.005222,0.002898,0.009200,0.008858,0.035875
620,,0.006183,0.007736,0.004814,0.006287,0.022472,0.020557,0.005543,0.017226,0.004784,0.005992,0.003552,0.006876,0.005258,0.002932,0.009315,0.008961,0.035968
621,,0.006204,0.007763,0.004845,0.006352,0.022733,0.020665,0.005573,0.017407,0.004812,0.006024,0.003545,0.006900,0.005283,0.002958,0.009408,0.009074,0.036032
622,,0.006211,0.007773,0.004856,0.006405,0.022978,0.020715,0.005586,0.017552,0.004828,0.006046,0.003519,0.006913,0.005297,0.002979,0.009479,0.009195,0.036111
623,,0.006209,0.007771,0.004853,0.006450,0.023202,0.020715,0.005586,0.017662,0.004834,0.006066,0.003490,0.006921,0.005306,0.002995,0.009530,0.009320,0.036174
624,,0.006201,0.007761,0.004839,0.006490,0.023403,0.020675,0.005579,0.017739,0.004832,0.006092,0.003469,0.006926,0.005312,0.003007,0.009562,0.009448,0.036253
625,,0.006191,0.007744,0.004819,0.006527,0.023576,0.020603,0.005568,0.017783,0.004826,0.006133,0.003472,0.006934,0.005319,0.003015,0.009577,0.009576,0.036254
626,,0.006183,0.007727,0.004797,0.006563,0.023717,0.020509,0.005561,0.017798,0.004817,0.006196,0.003511,0.006950,0.005330,0.003021,0.009576,0.009700,0.036173
627,,0.006179,0.007711,0.004778,0.006603,0.023825,0.020400,0.005560,0.017783,0.004810,0.006291,0.003601,0.006978,0.005349,0.003026,0.009561,0.009818,0.036115
628,,0.006185,0.007701,0.004765,0.006649,0.023894,0.020286,0.005573,0.017741,0.004805,0.006424,0.003754,0.007023,0.005378,0.003030,0.009533,0.009928,0.036021
629,,0.006203,0.007702,0.004764,0.006704,0.023921,0.020175,0.005603,0.017672,0.004807,0.006604,0.003984,0.007089,0.005422,0.003034,0.009494,0.010026,0.035916
630,,0.006238,0.007715,0.004779,0.006770,0.023904,0.020076,0.005656,0.017579,0.004817,0.006840,0.004305,0.007182,0.005483,0.003039,0.009446,0.010111,0.035803
631,,0.006292,0.007745,0.004812,0.006849,0.023838,0.019995,0.005735,0.017463,0.004837,0.007134,0.004724,0.007303,0.005564,0.003046,0.009390,0.010179,0.035661
632,,0.006358,0.007791,0.004859,0.006937,0.023724,0.019929,0.005834,0.017326,0.004864,0.007470,0.005224,0.007447,0.005658,0.003053,0.009327,0.010231,0.035521
633,,0.006431,0.007854,0.004911,0.007027,0.023563,0.019872,0.005946,0.017170,0.004893,0.007827,0.005781,0.007610,0.005758,0.003058,0.009257,0.010268,0.035397
634,,0.006502,0.007933,0.004962,0.007113,0.023357,0.019816,0.006061,0.016999,0.004921,0.008184,0.006370,0.007783,0.005857,0.003059,0.009181,0.010293,0.035245
635,,0.006566,0.008026,0.005006,0.007190,0.023106,0.019755,0.006173,0.016814,0.004943,0.008520,0.006967,0.007960,0.005946,0.003054,0.009100,0.010304,0.034963
636,,0.006614,0.008135,0.005034,0.007250,0.022811,0.019684,0.006274,0.016618,0.004954,0.008812,0.007550,0.008134,0.006019,0.003041,0.009013,0.010305,0.034670
637,,0.006641,0.008258,0.005040,0.007288,0.022473,0.019596,0.006355,0.016414,0.004951,0.009040,0.008093,0.008300,0.006067,0.003018,0.008922,0.010295,0.034406
638,,0.006638,0.008395,0.005017,0.007297,0.022093,0.019485,0.006409,0.016203,0.004929,0.009182,0.008572,0.008449,0.006084,0.002982,0.008826,0.010276,0.034067
